iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,gname,individual,weaptype1,nkill,property,ishostkid,attack_date
2016,3,15,0,160,5,103,1642,12.526593,123.746564,1.0,1,1.0,1,0,3,20,268,160.0,1,0,6,0.0,0,0.0,2016-03-15
2016,3,15,0,160,5,103,2445,12.031783,123.214528,1.0,0,1.0,1,0,3,20,268,160.0,1,0,6,0.0,-9,0.0,2016-03-15
2016,3,15,0,160,5,103,2272,12.225086,123.783739,1.0,0,1.0,1,0,3,20,268,160.0,1,0,6,0.0,-9,0.0,2016-03-15
2016,3,15,0,4,6,78,-1,34.741764,70.286812,1.0,0,0.0,1,0,1,3,-1,4.0,3,0,5,2.0,0,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.221115,123.823367,1.0,0,1.0,1,0,3,16,637,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.221115,123.823367,1.0,0,1.0,1,0,3,16,637,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,1,182,11,38,-1,2.448348,41.967613,1.0,0,0.0,1,0,6,12,-1,422.0,2,0,5,0.0,0,1.0,2016-03-15
2016,3,15,0,160,5,103,-1,11.743293,124.054892,1.0,0,1.0,1,0,3,20,268,160.0,1,0,6,0.0,-9,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,11.904644,124.032587,1.0,0,1.0,1,0,3,20,268,160.0,1,0,6,0.0,-9,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.221115,123.823367,1.0,0,1.0,1,0,3,16,637,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.221115,123.823367,1.0,0,1.0,1,0,3,16,637,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.21343,123.805118,1.0,0,1.0,1,0,3,16,-1,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,0,182,11,115,-1,7.964226,49.845517,2.0,0,1.0,1,0,2,14,591,182.0,2,0,6,6.0,0,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.191633,123.759328,2.0,0,1.0,1,0,3,16,637,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.408223,123.753794,1.0,0,1.0,1,0,3,3,325,160.0,1,0,6,0.0,1,0.0,2016-03-15
2016,3,16,0,4,6,3,-1,30.55363,63.78721,2.0,0,0.0,1,0,2,4,540,4.0,3,0,5,54.0,0,0.0,2016-03-16
2016,3,16,0,4,6,26,-1,35.165264,71.390185,1.0,0,0.0,1,0,3,14,1211,4.0,3,0,6,4.0,1,0.0,2016-03-16
